minuto,time,tipo,jogador,assist,placar_momento,descricao,Resultado,Data,IdJogo
58,Red Bull Bragantino,18,Lincoln,,,Lincoln is substituted off,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
58,Red Bull Bragantino,19,Eric Ramires,,,Eric Ramires is substituted on,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
58,Red Bull Bragantino,18,Raul,,,Raul is substituted off,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
58,Red Bull Bragantino,19,Jadsom,,,Jadsom is substituted on,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
60,Red Bull Bragantino,17,Lucão,,,Lucão recieves a yellow card,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
62,Corinthians,17,Hugo,,,Hugo recieves a yellow card,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
69,Corinthians,18,Pedro Henrique,,,Pedro Henrique is substituted off,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
69,Corinthians,19,Wesley,,,Wesley is substituted on,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
80,Red Bull Bragantino,18,Eric Ramires,,,Eric Ramires is substituted off,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
80,Red Bull Bragantino,19,Gustavinho,,,Gustavinho is substituted on,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
83,Corinthians,18,Raniele,,,Raniele is substituted off,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
83,Corinthians,19,Pedro Raúl,,,Pedro Raúl is substituted on,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
88,Red Bull Bragantino,17,Jadsom,,,Jadsom recieves a yellow card,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
90+3,Corinthians,61,Hugo,,,Hugo is caught offside,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
90+3,Corinthians,16,Talles Magno,,1-1,"GOAL! Talles Magno scores , Assisted by Hugo (Low to the centre, 6-yard box, Big Chance, Left footed, Open play)",1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
90+5,Red Bull Bragantino,17,Nathan Mendes,,,Nathan Mendes recieves a yellow card,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
90+5,Red Bull Bragantino,17,Vitinho,,,Vitinho recieves a yellow card,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
90+7,Corinthians,17,Talles Magno,,,Talles Magno recieves a yellow card,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
90+8,Corinthians,17,Hugo Souza,,,Hugo Souza recieves a yellow card,1-1,"Sun, 11-Aug-24",Corinthians x Red Bull Bragantino
9,Juventude,16,Danilo Boza,,1-0,"GOAL! Danilo Boza scores  (Low to the left, 6-yard box, Big Chance, Other body part, From corner)",3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
14,Juventude,17,Davi Góes,,,Davi Góes recieves a yellow card,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
29,Botafogo RJ,17,Óscar Romero,,,Óscar Romero recieves a yellow card,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
41,Juventude,17,Erick Farias,,,Erick Farias recieves a yellow card,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
42,Botafogo RJ,17,Alexander Barboza,,,Alexander Barboza recieves a yellow card,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
45+3,Juventude,1,Marcelinho,,,"Marcelinho assists a goal (Off the ground, Cross, Key pass, Right footed, Open play)",3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
45+3,Juventude,16,Ronie Carrillo,Marcelinho,2-0,"GOAL! Ronie Carrillo scores , Assisted by Marcelinho (High to the right, 18-yard box, Head, Open play)",3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
46,Juventude,18,Davi Góes,,,Davi Góes is substituted off,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
46,Juventude,19,Yan Souto,,,Yan Souto is substituted on,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
46,Botafogo RJ,18,Matheus Martins,,,Matheus Martins is substituted off,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
46,Botafogo RJ,19,Igor Jesus,,,Igor Jesus is substituted on,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
46,Botafogo RJ,18,Danilo Barbosa,,,Danilo Barbosa is substituted off,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
46,Botafogo RJ,19,Marlon Freitas,,,Marlon Freitas is substituted on,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
48,Juventude,1,Nenê,,,"Nenê assists a goal (Key pass, Fast break)",3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
48,Juventude,16,Marcelinho,Nenê,3-0,"GOAL! Marcelinho scores , Assisted by Nenê (Low to the centre, 6-yard box, Big Chance, Right footed, Fast break)",3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
55,Botafogo RJ,18,Allan,,,Allan is substituted off,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
55,Botafogo RJ,19,Gregore,,,Gregore is substituted on,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
56,Botafogo RJ,18,Óscar Romero,,,Óscar Romero is substituted off,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
56,Botafogo RJ,19,Jefferson Savarino,,,Jefferson Savarino is substituted on,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
66,Juventude,18,Ronie Carrillo,,,Ronie Carrillo is substituted off,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
66,Juventude,19,Diego Gonçalves,,,Diego Gonçalves is substituted on,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
66,Botafogo RJ,18,Alexander Barboza,,,Alexander Barboza is substituted off,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
66,Botafogo RJ,19,Marçal,,,Marçal is substituted on,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
69,Botafogo RJ,1,Jefferson Savarino,,,"Jefferson Savarino assists a goal (Long Ball, Off the ground, Cross, Key pass, Right footed, Open play)",3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
69,Botafogo RJ,16,Cuiabano,Jefferson Savarino,3-1,"GOAL! Cuiabano scores , Assisted by Jefferson Savarino (High to the centre, 18-yard box, Head, Open play)",3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
73,Juventude,18,Lucas Freitas,,,Lucas Freitas is substituted off,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
73,Juventude,19,Gabriel Inocêncio,,,Gabriel Inocêncio is substituted on,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
73,Botafogo RJ,17,Marlon Freitas,,,Marlon Freitas recieves a yellow card,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
74,Juventude,18,Nenê,,,Nenê is substituted off,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
74,Juventude,19,Gabriel Taliari,,,Gabriel Taliari is substituted on,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
80,Juventude,18,Marcelinho,,,Marcelinho is substituted off,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
80,Juventude,19,Edson Carioca,,,Edson Carioca is substituted on,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
81,Botafogo RJ,16,Marçal,,3-2,"GOAL! Marçal scores  (Low to the right, 18-yard box, Left footed, From corner)",3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
82,Botafogo RJ,17,Marçal,,,Marçal recieves a yellow card,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
85,Juventude,17,Mateus Claus,,,Mateus Claus recieves a yellow card,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
90+6,Botafogo RJ,17,Lucas Halter,,,Lucas Halter recieves a yellow card,3-2,"Sun, 11-Aug-24",Juventude x Botafogo RJ
15,Sao Paulo,1,Wellington Rato,,,"Wellington Rato assists a goal (Standing, Cross, Off the ground, Long Ball, Key pass, Left footed, Open play)",1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
15,Sao Paulo,16,André Silva,Wellington Rato,1-0,"GOAL! André Silva scores , Assisted by Wellington Rato (High to the left, 18-yard box, Big Chance, Head, Open play)",1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
42,Sao Paulo,17,,,, recieves a yellow card,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
46,Atletico GO,18,Alejo Cruz,,,Alejo Cruz is substituted off,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
46,Atletico GO,19,Joel Campbell,,,Joel Campbell is substituted on,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
46,Atletico GO,18,Derek,,,Derek is substituted off,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
46,Atletico GO,19,Jan Hurtado,,,Jan Hurtado is substituted on,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
53,Atletico GO,17,Gabriel Baralhas,,,Gabriel Baralhas recieves a yellow card,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
58,Sao Paulo,17,Liziero,,,Liziero recieves a yellow card,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
67,Sao Paulo,18,Liziero,,,Liziero is substituted off,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
67,Sao Paulo,19,Damián Bobadilla,,,Damián Bobadilla is substituted on,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
69,Atletico GO,17,Guilherme Romão,,,Guilherme Romão recieves a yellow card,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
72,Sao Paulo,18,Michel Araújo,,,Michel Araújo is substituted off,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
72,Sao Paulo,19,Luciano,,,Luciano is substituted on,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
72,Sao Paulo,18,João Moreira,,,João Moreira is substituted off,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
72,Sao Paulo,19,Robert Arboleda,,,Robert Arboleda is substituted on,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
77,Atletico GO,18,Gabriel Baralhas,,,Gabriel Baralhas is substituted off,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
77,Atletico GO,19,Eli,,,Eli is substituted on,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
80,Sao Paulo,18,Marcos Antônio,,,Marcos Antônio is substituted off,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
80,Sao Paulo,19,Ferreira,,,Ferreira is substituted on,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
80,Sao Paulo,18,Wellington Rato,,,Wellington Rato is substituted off,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
80,Sao Paulo,19,Erick,,,Erick is substituted on,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
87,Atletico GO,18,Maguinho,,,Maguinho is substituted off,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
87,Atletico GO,19,Luiz Felipe,,,Luiz Felipe is substituted on,1-0,"Sun, 11-Aug-24",Sao Paulo x Atletico GO
15,Bahia,1,Thaciano,,,"Thaciano assists a goal (Key pass, Open play)",2-0,"Sun, 11-Aug-24",Bahia x Vitoria
15,Bahia,16,Éverton Ribeiro,Thaciano,1-0,"GOAL! Éverton Ribeiro scores , Assisted by Thaciano (Low to the centre, Out of box, Left footed, Open play)",2-0,"Sun, 11-Aug-24",Bahia x Vitoria
18,Bahia,18,Éverton Ribeiro,,,Éverton Ribeiro is substituted off,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
18,Bahia,19,Biel,,,Biel is substituted on,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
45+2,Vitoria,17,Lucas Esteves,,,Lucas Esteves recieves a yellow card,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
46,Bahia,18,Thaciano,,,Thaciano is substituted off,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
46,Bahia,19,Carlos de Pena,,,Carlos de Pena is substituted on,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
49,Bahia,17,Kanu,,,Kanu recieves a yellow card,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
49,Vitoria,17,Alerrandro,,,Alerrandro recieves a yellow card,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
52,Vitoria,17,,,, recieves a yellow card,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
53,Vitoria,17,,,, recieves a red card after receiving second yellow card,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
59,Vitoria,18,Osvaldo,,,Osvaldo is substituted off,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
59,Vitoria,19,Zé Hugo,,,Zé Hugo is substituted on,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
59,Vitoria,18,Janderson,,,Janderson is substituted off,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
59,Vitoria,19,Carlos Eduardo,,,Carlos Eduardo is substituted on,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
65,Vitoria,18,Luan Silva,,,Luan Silva is substituted off,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
65,Vitoria,19,Willian Oliveira,,,Willian Oliveira is substituted on,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
67,Bahia,18,Everaldo,,,Everaldo is substituted off,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
67,Bahia,19,Luciano Rodríguez,,,Luciano Rodríguez is substituted on,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
70,Vitoria,18,Filipe Machado,,,Filipe Machado is substituted off,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
70,Vitoria,19,Pablo,,,Pablo is substituted on,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
70,Vitoria,18,Alerrandro,,,Alerrandro is substituted off,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
70,Vitoria,19,Lawan,,,Lawan is substituted on,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
80,Vitoria,18,Ricardo Ryller,,,Ricardo Ryller is substituted off,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
80,Vitoria,19,Jean Mota,,,Jean Mota is substituted on,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
81,Bahia,17,Caio Alexandre,,,Caio Alexandre recieves a yellow card,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
82,Vitoria,17,Pablo,,,Pablo recieves a yellow card,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
86,Bahia,18,Biel,,,Biel is substituted off,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
86,Bahia,19,Yago Felipe,,,Yago Felipe is substituted on,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
86,Bahia,18,Caio Alexandre,,,Caio Alexandre is substituted off,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
86,Bahia,19,Iago Borduchi,,,Iago Borduchi is substituted on,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
87,Vitoria,17,Willian Oliveira,,,Willian Oliveira recieves a yellow card,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
91,Bahia,17,Yago Felipe,,,Yago Felipe recieves a yellow card,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
90+4,Bahia,18,Cauly,,,Cauly is substituted off,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
90+4,Bahia,19,Rafael Ratão,,,Rafael Ratão is substituted on,2-0,"Sun, 11-Aug-24",Bahia x Vitoria
90+6,Bahia,1,Rafael Ratão,,,"Rafael Ratão assists a goal (Key pass, Fast break)",2-0,"Sun, 11-Aug-24",Bahia x Vitoria
90+6,Bahia,16,Luciano Juba,Rafael Ratão,2-0,"GOAL! Luciano Juba scores , Assisted by Rafael Ratão (Low to the centre, 18-yard box, Big Chance, Right footed, Fast break)",2-0,"Sun, 11-Aug-24",Bahia x Vitoria
12,Flamengo,18,Everton,,,Everton is substituted off,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
12,Flamengo,19,Luiz Araújo,,,Luiz Araújo is substituted on,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
14,Palmeiras,17,Aníbal Moreno,,,Aníbal Moreno recieves a yellow card,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
22,Flamengo,17,Erick Pulgar,,,Erick Pulgar recieves a yellow card,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
42,Palmeiras,17,Murilo,,,Murilo recieves a yellow card,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
46,Palmeiras,18,Aníbal Moreno,,,Aníbal Moreno is substituted off,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
46,Palmeiras,19,Fabinho,,,Fabinho is substituted on,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
51,Palmeiras,17,Gustavo Gómez,,,Gustavo Gómez recieves a yellow card,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
60,Flamengo,18,Ayrton Lucas,,,Ayrton Lucas is substituted off,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
60,Flamengo,19,Matías Viña,,,Matías Viña is substituted on,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
69,Flamengo,16,Giorgian de Arrascaeta,,1-0,"GOAL! Giorgian de Arrascaeta scores  (Standing, Low to the centre, 18-yard box, Big Chance, Right footed, Open play)",1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
70,Palmeiras,18,Maurício,,,Maurício is substituted off,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
70,Palmeiras,19,Raphael Veiga,,,Raphael Veiga is substituted on,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
71,Palmeiras,18,José López,,,José López is substituted off,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
71,Palmeiras,19,Rony,,,Rony is substituted on,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
76,Palmeiras,18,Richard Ríos,,,Richard Ríos is substituted off,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
76,Palmeiras,19,Rômulo,,,Rômulo is substituted on,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
77,Palmeiras,18,Lázaro,,,Lázaro is substituted off,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
77,Palmeiras,19,Luighi Hanri,,,Luighi Hanri is substituted on,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
78,Flamengo,18,Pedro,,,Pedro is substituted off,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
78,Flamengo,19,Gabriel Barbosa,,,Gabriel Barbosa is substituted on,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
78,Flamengo,18,Erick Pulgar,,,Erick Pulgar is substituted off,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
78,Flamengo,19,Allan,,,Allan is substituted on,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
78,Flamengo,18,Nicolás de la Cruz,,,Nicolás de la Cruz is substituted off,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
78,Flamengo,19,Léo Ortiz,,,Léo Ortiz is substituted on,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
85,Palmeiras,16,Luighi Hanri,,1-1,"GOAL! Luighi Hanri scores  (High to the right, 6-yard box, Big Chance, Head, From corner)",1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
90+2,Palmeiras,17,Murilo,,,Murilo recieves a red card after receiving second yellow card,1-1,"Sun, 11-Aug-24",Flamengo x Palmeiras
12,Internacional,1,Gabriel Carvalho,,,"Gabriel Carvalho assists a goal (Through Ball, Key pass, Open play)",2-2,"Sun, 11-Aug-24",Internacional x Athletico Paranaense
12,Internacional,16,Wesley,Gabriel Carvalho,1-0,"GOAL! Wesley scores , Assisted by Gabriel Carvalho (Low to the centre, 18-yard box, Big Chance, Left footed, Open play)",2-2,"Sun, 11-Aug-24",Internacional x Athletico Paranaense
31,Athletico Paranaense,17,Fernando,,,Fernando recieves a yellow card,2-2,"Sun, 11-Aug-24",Internacional x Athletico Paranaense
39,Athletico Paranaense,16,João Cruz,,1-1,"GOAL! João Cruz scores  (Low to the left, 18-yard box, Left footed, Open play)",2-2,"Sun, 11-Aug-24",Internacional x Athletico Paranaense
46,Athletico Paranaense,17,Mateo Gamarra,,,Mateo Gamarra recieves a yellow card,2-2,"Sun, 11-Aug-24",Internacional x Athletico Paranaense
46,Internacional,18,Igor Gomes,,,Igor Gomes is substituted off,2-2,"Sun, 11-Aug-24",Internacional x Athletico Paranaense
46,Internacional,19,Bruno Gomes,,,Bruno Gomes is substituted on,2-2,"Sun, 11-Aug-24",Internacional x Athletico Paranaense
50,Athletico Paranaense,1,Bruno Zapelli,,,"Bruno Zapelli assists a goal (Off the ground, Through Ball, Long Ball, Key pass, Open play)",2-2,"Sun, 11-Aug-24",Internacional x Athletico Paranaense
50,Athletico Paranaense,16,Agustín Canobbio,Bruno Zapelli,1-2,"GOAL! Agustín Canobbio scores , Assisted by Bruno Zapelli (Low to the centre, 18-yard box, Big Chance, Right footed, Open play)",2-2,"Sun, 11-Aug-24",Internacional x Athletico Paranaense
54,Internacional,17,Bruno Henrique,,,Bruno Henrique recieves a yellow card,2-2,"Sun, 11-Aug-24",Internacional x Athletico Paranaense
55,Internacional,18,Thiago Maia,,,Thiago Maia is substituted off,2-2,"Sun, 11-Aug-24",Internacional x Athletico Paranaense
55,Internacional,19,Wanderson,,,Wanderson is substituted on,2-2,"Sun, 11-Aug-24",Internacional x Athletico Paranaense
59,Athletico Paranaense,18,Fernando,,,Fernando is substituted off,2-2,"Sun, 11-Aug-24",Internacional x Athletico Paranaense
59,Athletico Paranaense,19,Lucas Esquivel,,,Lucas Esquivel is substituted on,2-2,"Sun, 11-Aug-24",Internacional x Athletico Paranaense
59,Athletico Paranaense,18,Leonardo Godoy,,,Leonardo Godoy is substituted off,2-2,"Sun, 11-Aug-24",Internacional x Athletico Paranaense
59,Athletico Paranaense,19,Erick,,,Erick is substituted on,2-2,"Sun, 11-Aug-24",Internacional x Athletico Paranaense
